Region;Servicio de salud;Comuna;Establecimiento;CodigoEstablecimiento;Mes;Numerador;Denominador;PorcentajeCumplimiento
Antofagasta;Servicio de Salud Antofagasta;Tocopilla;Hospital Dr. Marcos Macuada (Tocopilla);103102;8;4;4;100.0
Antofagasta;Servicio de Salud Antofagasta;Tocopilla;Hospital Dr. Marcos Macuada (Tocopilla);103102;9;3;4;75.0
Antofagasta;Servicio de Salud Antofagasta;Tocopilla;Hospital Dr. Marcos Macuada (Tocopilla);103102;10;2;2;100.0
Antofagasta;Servicio de Salud Antofagasta;Tocopilla;Hospital Dr. Marcos Macuada (Tocopilla);103102;12;4;4;100.0
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;1;164;172;95.35
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;2;171;175;97.71
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;3;174;176;98.86
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;4;166;173;95.95
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;5;132;141;93.62
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;6;144;154;93.51
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;7;137;145;94.48
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;8;145;153;94.77
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;9;137;143;95.8
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;10;85;141;60.28
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;11;158;163;96.93
Arica Parinacota;Servicio de Salud Arica y Parinacota;Arica;Hospital Regional Dr. Juan Noé Crevani (Arica);101100;12;146;150;97.33
Atacama;Servicio de Salud Atacama;Chañaral;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);104101;4;1;1;100.0
Atacama;Servicio de Salud Atacama;Chañaral;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);104101;5;0;2;0.0
Atacama;Servicio de Salud Atacama;Chañaral;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);104101;11;0;1;0.0
Atacama;Servicio de Salud Atacama;Chañaral;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);104101;12;1;3;33.33
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;1;100;115;86.96
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;2;86;95;90.53
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;3;97;118;82.2
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;4;99;112;88.39
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;5;111;122;90.98
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;6;113;117;96.58
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;7;86;93;92.47
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;8;86;95;90.53
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;9;82;96;85.42
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;10;92;102;90.2
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;11;94;102;92.16
Atacama;Servicio de Salud Atacama;Copiapó;Hospital San José del Carmen (Copiapó);104100;12;94;101;93.07
Atacama;Servicio de Salud Atacama;Diego de Almagro;Hospital Dr. Florencio Vargas (Diego de Almagro);104102;9;0;2;0.0
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;1;35;35;100.0
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;2;57;61;93.44
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;3;45;45;100.0
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;4;46;57;80.7
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;5;60;60;100.0
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;6;52;54;96.3
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;7;63;65;96.92
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;8;38;45;84.44
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;9;50;53;94.34
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;10;40;41;97.56
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;11;40;45;88.89
Atacama;Servicio de Salud Atacama;Vallenar;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);104103;12;43;45;95.56
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;2;1;1;100.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;3;2;2;100.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;5;1;1;100.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;7;1;2;50.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;9;1;1;100.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;10;1;1;100.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;11;1;3;33.33
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Hospital de Puerto Aysén;125101;12;1;3;33.33
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Chile Chico;Hospital Dr. Leopoldo Ortega Rodríguez (Chile Chico);125102;8;0;1;0.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;1;34;64;53.12
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;2;45;48;93.75
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;3;68;66;103.03
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;4;15;48;31.25
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;5;41;61;67.21
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;6;38;43;88.37
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;7;52;54;96.3
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;8;49;51;96.08
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;9;68;70;97.14
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;10;55;62;88.71
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;11;51;55;92.73
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Hospital Regional de Coyhaique;125100;12;22;63;34.92
Biobío;Servicio de Salud Arauco;Arauco;Hospital San Vicente de Arauco;128113;9;0;1;0.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;1;3;3;100.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;3;3;3;100.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;4;3;3;100.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;5;2;4;50.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;6;0;2;0.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;7;1;3;33.33
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;8;1;2;50.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;9;1;1;100.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;10;1;1;100.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;11;1;1;100.0
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;12;3;5;60.0
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;1;61;91;67.03
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;2;51;72;70.83
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;3;47;62;75.81
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;4;60;79;75.95
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;5;54;73;73.97
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;6;53;84;63.1
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;7;65;82;79.27
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;8;59;79;74.68
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;9;63;83;75.9
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;10;65;77;84.42
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;11;59;67;88.06
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;12;51;60;85.0
Biobío;Servicio de Salud Arauco;Lebu;Hospital de Lebu;128110;1;1;1;100.0
Biobío;Servicio de Salud Arauco;Lebu;Hospital de Lebu;128110;4;2;3;66.67
Biobío;Servicio de Salud Arauco;Lebu;Hospital de Lebu;128110;11;2;3;66.67
Biobío;Servicio de Salud Arauco;Lebu;Hospital de Lebu;128110;12;0;2;0.0
Biobío;Servicio de Salud Biobío;Laja;Hospital Comunitario de Laja;120105;7;1;1;100.0
Biobío;Servicio de Salud Biobío;Laja;Hospital Comunitario de Laja;120105;9;1;1;100.0
Biobío;Servicio de Salud Biobío;Laja;Hospital Comunitario de Laja;120105;11;0;2;0.0
Biobío;Servicio de Salud Biobío;Laja;Hospital Comunitario de Laja;120105;12;2;2;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;1;199;210;94.76
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;2;168;179;93.85
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;3;167;170;98.24
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;4;162;174;93.1
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;5;98;184;53.26
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;6;183;191;95.81
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;7;156;167;93.41
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;8;157;170;92.35
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;9;153;157;97.45
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;10;165;172;95.93
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;11;153;165;92.73
Biobío;Servicio de Salud Biobío;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);120101;12;151;162;93.21
Biobío;Servicio de Salud Biobío;Mulchén;Hospital de Mulchén;120102;1;2;2;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Hospital de Mulchén;120102;2;2;2;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Hospital de Mulchén;120102;4;1;1;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Hospital de Mulchén;120102;9;0;2;0.0
Biobío;Servicio de Salud Biobío;Mulchén;Hospital de Mulchén;120102;10;1;1;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Hospital de Mulchén;120102;12;1;2;50.0
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;1;1;1;100.0
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;2;1;1;100.0
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;3;1;1;100.0
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;4;1;1;100.0
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;5;1;2;50.0
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;8;1;1;100.0
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;9;1;1;100.0
Biobío;Servicio de Salud Biobío;Santa Bárbara;Hospital Comunitario de Santa Bárbara;120106;1;0;1;0.0
Biobío;Servicio de Salud Biobío;Santa Bárbara;Hospital Comunitario de Santa Bárbara;120106;2;1;1;100.0
Biobío;Servicio de Salud Biobío;Tucapel;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;120107;7;1;1;100.0
Biobío;Servicio de Salud Biobío;Tucapel;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;120107;11;0;1;0.0
Biobío;Servicio de Salud Biobío;Yumbel;Hospital Comunitario de Yumbel;120104;3;1;1;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Hospital Comunitario de Yumbel;120104;4;2;2;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Hospital Comunitario de Yumbel;120104;7;0;1;0.0
Biobío;Servicio de Salud Biobío;Yumbel;Hospital Comunitario de Yumbel;120104;9;1;1;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Hospital Comunitario de Yumbel;120104;10;1;1;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Hospital Comunitario de Yumbel;120104;12;1;1;100.0
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;1;155;169;91.72
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;2;129;153;84.31
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;3;144;161;89.44
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;4;128;143;89.51
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;5;137;171;80.12
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;6;120;137;87.59
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;7;146;157;92.99
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;8;129;152;84.87
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;9;132;140;94.29
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;10;148;173;85.55
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;11;146;171;85.38
Biobío;Servicio de Salud Concepción;Concepción;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);118100;12;126;153;82.35
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;1;29;30;96.67
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;2;43;47;91.49
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;3;30;34;88.24
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;4;28;38;73.68
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;5;34;40;85.0
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;6;37;43;86.05
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;7;36;50;72.0
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;8;23;39;58.97
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;9;35;47;74.47
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;10;37;41;90.24
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;11;33;35;94.29
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;12;46;51;90.2
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;1;7;8;87.5
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;2;5;6;83.33
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;3;4;4;100.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;4;7;7;100.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;5;3;3;100.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;6;7;7;100.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;7;7;7;100.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;8;7;7;100.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;9;3;2;150.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;10;8;10;80.0
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;11;8;9;88.89
Biobío;Servicio de Salud Concepción;Lota;Hospital de Lota;118106;12;6;6;100.0
Biobío;Servicio de Salud Concepción;Santa Juana;Hospital Clorinda Avello (Santa Juana);118107;12;1;2;50.0
Biobío;Servicio de Salud Talcahuano;Penco;Hospital Penco Lirquén;119102;3;1;1;100.0
Biobío;Servicio de Salud Talcahuano;Penco;Hospital Penco Lirquén;119102;4;1;1;100.0
Biobío;Servicio de Salud Talcahuano;Penco;Hospital Penco Lirquén;119102;11;1;1;100.0
Biobío;Servicio de Salud Talcahuano;Penco;Hospital Penco Lirquén;119102;12;1;1;100.0
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;1;121;129;93.8
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;2;105;109;96.33
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;3;114;122;93.44
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;4;119;127;93.7
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;5;118;123;95.93
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;6;106;110;96.36
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;7;119;125;95.2
Biobío;Servicio de Salud Talcahuano;Talcahuano;Hospital Las Higueras (Talcahuano);119100;8;105;114;92.11
